contestantId,team_name,id,eventId,typeId,periodId,timeMin,timeSec,playerName,playerId,outcome,x,y,timeStamp,lastModified,assist,qualifier,match_id,label,league_name,date,country,15,16,17,18,20,22,25,26,29,56,61,63,64,65,72,73,74,75,76,77,78,80,81,82,83,84,100,102,103,108,120,139,146,147,153,154,214,215,230,231,233,321,322,323,324,326,327,328,338,374,375,391,395,396,458,468,sequenceId,possessionId,keyPass,140,141,318,210,23,6,9,24,107,19,79,85,87,122,138,160,275,353,390,60,101,136,280,281,282,472,21,69,86,89,114,133,317,68,113,216,217,121,254,273,274,28,62,362,300,484
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2705202731,287,15,1,28,39,M. Jensen,619s1phj5bkgkug3aszc1y9cl,1,74.3,36.3,2024-08-02T17:30:11.499,2024-08-02T17:54:49,1.0,"{""id"": 5127882101, ""qualifierId"": 18}",5zftcocb0ir7a5my41uqv6bdg,Hobro vs HB Køge,1_Division,2024-08-02,DNK,NaN,NaN,NaN,true,true,true,NaN,NaN,true,Center,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,true,NaN,NaN,NaN,48.1,19,NaN,,,86.8,42.1,NaN,NaN,NaN,true,97.6,46.6,242,0.02473222278058529,0.0,,,2,2,NaN,,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,NaN,,,NaN,,,NaN,,,,,,,,,,,,,,,,,,,NaN,,NaN,,,,,,,,,,,,,NaN,
b2vft81kyjurzbmekvgrqwr64,Hobro,2705204545,295,13,1,33,36,O. Klitten,e19g5bz7s9wqcvj8mttztxi0a,1,80.1,47.6,2024-08-02T17:35:08.282,2024-08-02T17:36:27,1.0,"{""id"": 5127893181, ""qualifierId"": 102, ""value"": ""39.2""}",5zftcocb0ir7a5my41uqv6bdg,Hobro vs HB Køge,1_Division,2024-08-02,DNK,NaN,NaN,NaN,true,NaN,true,NaN,NaN,true,Center,NaN,,NaN,,true,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.2,22.2,NaN,,,NaN,NaN,NaN,NaN,NaN,true,99.0,48.9,NaN,0.05009419471025467,0.0,,,2,2,true,,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,NaN,,,NaN,,,NaN,,,,,,,,,,,,,,,,,,,NaN,,NaN,,,,,,,,,,,,,NaN,
b2vft81kyjurzbmekvgrqwr64,Hobro,2705205915,326,16,1,36,49,J. Cornelius,8gdfn7j6xac9p4jh94hk40jdg,1,78.5,32.6,2024-08-02T17:38:21.232,2024-08-02T17:40:02,1.0,"{""id"": 5127901667, ""qualifierId"": 321, ""value"": ""0.030984245240688324""}",5zftcocb0ir7a5my41uqv6bdg,Hobro vs HB Køge,1_Division,2024-08-02,DNK,NaN,NaN,NaN,true,true,NaN,NaN,NaN,true,Center,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,49.6,9.5,NaN,,,NaN,NaN,NaN,NaN,NaN,true,98.4,49.1,NaN,0.030984245240688324,0.06945352256298065,,,2,2,NaN,,2024-08-02 18:38:19.703,36:47.968,,4.5,53.3,NaN,,,,,,,,,true,,,NaN,,,NaN,,,,,,,,,,,,,,,,,,,NaN,,NaN,,,,,,,,,,,,,true,
b2vft81kyjurzbmekvgrqwr64,Hobro,2705206789,338,13,1,39,13,V. Rasmussen,dwuxps3jv2852642q000wep6,1,89.8,69.3,2024-08-02T17:40:44.799,2024-08-02T17:41:54,1.0,"{""id"": 5127905589, ""qualifierId"": 327, ""value"": ""2""}",5zftcocb0ir7a5my41uqv6bdg,Hobro vs HB Køge,1_Division,2024-08-02,DNK,NaN,NaN,NaN,NaN,true,true,NaN,NaN,true,Center,NaN,,true,,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.4,61.1,NaN,,,NaN,NaN,NaN,NaN,NaN,true,99.0,50.7,NaN,0.03886883333325386,0.0,,,2,2,NaN,,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,NaN,,,NaN,,,NaN,,,,,,,,,,,,,,,,,,,NaN,,NaN,,,,,,,,,,,,,NaN,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2705206505,375,13,1,38,27,J. Rothmann,e2aqcawslcbpp88nia8eko2y1,1,85.9,75.0,2024-08-02T17:39:59.587,2024-08-02T17:41:10,1.0,"{""id"": 5127904123, ""qualifierId"": 20}",5zftcocb0ir7a5my41uqv6bdg,Hobro vs HB Køge,1_Division,2024-08-02,DNK,NaN,NaN,NaN,NaN,true,true,NaN,NaN,true,Center,NaN,,true,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,41.7,12.5,NaN,,,NaN,NaN,NaN,NaN,NaN,true,99.4,52.7,NaN,0.025839293375611305,0.0,,,2,2,NaN,,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,NaN,,,NaN,,,NaN,,,,,,,,,,,,,,,,,,,NaN,,NaN,,,,,,,,,,,,,NaN,
b2vft81kyjurzbmekvgrqwr64,Hobro,2705209013,395,15,1,45,13,F. Christensen,9b89pmcjk6re94bjp0ixeatjo,1,85.9,52.7,2024-08-02T17:46:45.323,2024-08-02T17:47:55,1.0,"{""id"": 5127919113, ""qualifierId"": 233, ""value"": ""443""}",5zftcocb0ir7a5my41uqv6bdg,Hobro vs HB Køge,1_Division,2024-08-02,DNK,NaN,NaN,true,NaN,true,true,NaN,NaN,true,Center,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,true,NaN,NaN,NaN,49.8,19,true,,,89.4,52.0,NaN,true,NaN,NaN,98.1,50.2,443,0.05165712162852287,0.0,,,3,2,true,,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,NaN,,,NaN,,,NaN,,,,,,,,,,,,,,,,,,,NaN,,NaN,,,,,,,,,,,,,NaN,
b2vft81kyjurzbmekvgrqwr64,Hobro,2705209411,406,15,1,46,21,F. Dietz,ebd3uvtt54wkdsahc2127j02c,1,87.3,49.9,2024-08-02T17:47:53,2024-08-02T21:11:50,1.0,"{""id"": 5127994607, ""qualifierId"": 146, ""value"": ""98.8""}",5zftcocb0ir7a5my41uqv6bdg,Hobro vs HB Køge,1_Division,2024-08-02,DNK,NaN,NaN,true,NaN,NaN,true,NaN,NaN,true,Center,NaN,,NaN,,true,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,50.6,9.5,NaN,,,98.8,50.4,NaN,true,NaN,NaN,NaN,NaN,448,0.20207533240318298,0.0664653405547142,,,2,2,true,,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,NaN,,,NaN,,,NaN,,,,,,,,,,,,,,,,,,,NaN,,NaN,,,,,,,,,,,,,NaN,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2705208387,420,15,1,43,13,G. Larsen,3mgrufy83uhzs9liw8pwxi784,1,86.6,44.0,2024-08-02T17:44:45.542,2024-08-05T15:30:06,1.0,"{""id"": 5134209857, ""qualifierId"": 214}",5zftcocb0ir7a5my41uqv6bdg,Hobro vs HB Køge,1_Division,2024-08-02,DNK,NaN,NaN,true,NaN,NaN,true,NaN,NaN,true,Center,NaN,,NaN,,true,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,51.7,3.2,NaN,,,99.3,50.7,NaN,true,true,NaN,NaN,NaN,380,0.07661637663841248,0.08281231671571732,,,3,2,NaN,,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,NaN,,,NaN,,,NaN,,,,,,,,,,,,,,,,,,,NaN,,NaN,,,,,,,,,,,,,NaN,
b2vft81kyjurzbmekvgrqwr64,Hobro,2705213463,463,15,2,49,25,M. Kristensen,bp232fgjrfyok2471ec7u1tcl,1,78.0,37.0,2024-08-02T18:07:57.503,2024-08-02T18:09:08,NaN,"{""id"": 5128037085, ""qualifierId"": 147, ""value"": ""38.4""}",5zftcocb0ir7a5my41uqv6bdg,Hobro vs HB Køge,1_Division,2024-08-02,DNK,NaN,NaN,NaN,true,true,true,NaN,NaN,NaN,Center,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,true,NaN,NaN,NaN,45.5,19,NaN,,,81.8,38.4,NaN,NaN,NaN,true,97.7,47.5,499,0.03417111560702324,0.0,,,2,2,NaN,,NaN,NaN,,NaN,NaN,true,,,,,,,,,NaN,,,NaN,,,NaN,,,,,,,,,,,,,,,,,,,NaN,,NaN,,,,,,,,,,,,,NaN,
b2vft81kyjurzbmekvgrqwr64,Hobro,2705215665,489,15,2,51,26,M. Kristensen,bp232fgjrfyok2471ec7u1tcl,1,92.3,40.0,2024-08-02T18:09:58.541,2024-08-05T15:30:09,1.0,"{""id"": 5128068767, ""qualifierId"": 78}",5zftcocb0ir7a5my41uqv6bdg,Hobro vs HB Køge,1_Division,2024-08-02,DNK,NaN,NaN,true,NaN,true,true,NaN,NaN,true,Center,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,49.5,7.6,NaN,,,99.4,46.6,NaN,true,true,NaN,NaN,NaN,518,0.14097610116004944,0.22560355067253113,,,2,2,true,,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,NaN,,,NaN,,,NaN,,,,,,,,,,,,,,,,,,,NaN,,NaN,,,,,,,,,,,,,NaN,
b2vft81kyjurzbmekvgrqwr64,Hobro,2705215865,492,13,2,52,1,J. Cornelius,8gdfn7j6xac9p4jh94hk40jdg,1,96.2,58.1,2024-08-02T18:10:33.566,2024-08-02T18:21:34,1.0,"{""id"": 5127957913, ""qualifierId"": 326, ""value"": ""3""}",5zftcocb0ir7a5my41uqv6bdg,Hobro vs HB Køge,1_Division,2024-08-02,DNK,true,NaN,NaN,NaN,NaN,NaN,true,NaN,true,Center,true,,NaN,,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65.2,41.7,NaN,,,NaN,NaN,NaN,true,NaN,NaN,99.1,51.4,NaN,0.09960830211639404,0.0,,,3,2,true,,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,NaN,,,NaN,,,NaN,,,,,,,,,,,,,,,,,,,NaN,,NaN,,,,,,,,,,,,,NaN,
b2vft81kyjurzbmekvgrqwr64,Hobro,2705220935,605,13,2,68,17,F. Christensen,9b89pmcjk6re94bjp0ixeatjo,1,89.1,56.7,2024-08-02T18:26:48.958,2024-08-02T18:28:37,1.0,"{""id"": 5127986387, ""qualifierId"": 22}",5zftcocb0ir7a5my41uqv6bdg,Hobro vs HB Køge,1_Division,2024-08-02,DNK,NaN,NaN,true,NaN,true,true,NaN,NaN,true,Center,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,38.8,50,NaN,,,NaN,NaN,NaN,true,true,NaN,98.6,49.3,NaN,0.09268801659345627,0.0,,,3,2,true,,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,NaN,,,NaN,,,NaN,,,,,,,,,,,,,,,,,,,true,,NaN,,,,,,,,,,,,,NaN,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2705219835,651,13,2,65,8,Y. Dhaflaoui,98zlz2sscsf6vb7d52ici074k,1,76.1,68.4,2024-08-02T18:23:40.600,2024-08-02T18:25:54,1.0,"{""id"": 4611686018466119381, ""qualifierId"": 322, ""value"": ""0.0""}",5zftcocb0ir7a5my41uqv6bdg,Hobro vs HB Køge,1_Division,2024-08-02,DNK,NaN,NaN,NaN,true,true,NaN,NaN,NaN,true,Center,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,57.3,5.6,NaN,,,99.3,56.9,true,NaN,NaN,true,99.3,53.6,NaN,0.020647387951612473,0.0,,,2,2,NaN,,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,NaN,,,true,,,NaN,,,,,,,,,,,,,,,,,,,NaN,,NaN,,,,,,,,,,,,,NaN,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2705222233,705,15,2,71,43,M. Gudmann,am3509ake84cde1xhb9264i22,1,74.5,72.6,2024-08-02T18:30:14.712,2024-08-02T18:31:29,NaN,"{""id"": 5127994409, ""qualifierId"": 322, ""value"": ""0.1416250318288803""}",5zftcocb0ir7a5my41uqv6bdg,Hobro vs HB Køge,1_Division,2024-08-02,DNK,NaN,NaN,NaN,true,true,NaN,NaN,true,NaN,Center,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.9,33.5,NaN,,,99.4,53.3,NaN,NaN,NaN,NaN,NaN,NaN,630,0.03814199939370155,0.1416250318288803,,,1,2,NaN,,NaN,NaN,,NaN,NaN,true,,,,,,,,,NaN,,,NaN,,,NaN,,,,,,,,,,,,,,,,,,,NaN,,NaN,,,,,,,,,,,,,NaN,
b2vft81kyjurzbmekvgrqwr64,Hobro,2705226267,712,15,2,79,27,T. Hansen,e0rgqk3gxzs005m9ok9hvp1ck,1,68.8,38.8,2024-08-02T18:37:59.167,2024-08-02T18:39:10,1.0,"{""id"": 5128015917, ""qualifierId"": 22}",5zftcocb0ir7a5my41uqv6bdg,Hobro vs HB Køge,1_Division,2024-08-02,DNK,NaN,NaN,NaN,true,true,true,NaN,NaN,true,Center,NaN,,NaN,,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,52.3,19,NaN,,,79.3,43.3,NaN,NaN,NaN,true,95.5,50.2,768,0.012664597481489182,0.0,,,2,2,NaN,,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,NaN,,,NaN,,,NaN,,,,,,,,,,,,,,,,,,,NaN,,NaN,,,,,,,,,,,,,NaN,
b2vft81kyjurzbmekvgrqwr64,Hobro,2705226857,717,13,2,80,28,Z. Hyltoft,b0yv1pcxifawqx6r1cfqq3otm,1,95.6,56.3,2024-08-02T18:38:59.967,2024-08-02T18:40:24,1.0,"{""id"": 5128020023, ""qualifierId"": 29}",5zftcocb0ir7a5my41uqv6bdg,Hobro vs HB Køge,1_Division,2024-08-02,DNK,true,NaN,NaN,NaN,NaN,NaN,true,NaN,true,Center,true,,NaN,,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.7,81.9,NaN,,,NaN,NaN,NaN,true,NaN,NaN,99.8,50.2,NaN,0.10889282077550888,0.0,,,3,2,true,,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,NaN,,,NaN,,,NaN,,,,,,,,,,,,,,,,,,,NaN,,NaN,,,,,,,,,,,,,NaN,
b2vft81kyjurzbmekvgrqwr64,Hobro,2705230929,779,15,2,86,58,M. Kristensen,bp232fgjrfyok2471ec7u1tcl,1,82.1,65.5,2024-08-02T18:45:29.972,2024-08-02T18:46:37,1.0,"{""id"": 5128041219, ""qualifierId"": 233, ""value"": ""839""}",5zftcocb0ir7a5my41uqv6bdg,Hobro vs HB Køge,1_Division,2024-08-02,DNK,NaN,NaN,NaN,true,true,true,NaN,NaN,true,Center,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,50.6,13.3,NaN,,,98.4,50.7,NaN,NaN,NaN,true,NaN,NaN,839,0.042225684970617294,0.022691067308187485,,,2,2,NaN,,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,NaN,,,NaN,,,NaN,,,,,,,,,,,,,,,,,,,NaN,,NaN,,,,,,,,,,,,,NaN,
b2vft81kyjurzbmekvgrqwr64,Hobro,2707198111,40,16,1,2,55,O. Klitten,e19g5bz7s9wqcvj8mttztxi0a,1,92.6,41.3,2024-08-10T12:03:00.972,2024-08-12T14:29:18,1.0,"{""id"": 5138881125, ""qualifierId"": 22}",61nxt1f2c9lotmvunbocwyplg,Roskilde vs Hobro,1_Division,2024-08-10,DNK,NaN,NaN,true,NaN,true,true,NaN,NaN,true,Center,,NaN,NaN,,NaN,NaN,NaN,,NaN,,NaN,true,,NaN,,,,46.8,3.2,NaN,,,NaN,NaN,NaN,true,true,NaN,95.9,44.0,NaN,0.2546916902065277,0.3761458694934845,NaN,NaN,2,1,true,NaN,2024-08-10 13:03:00.386,02:55.060,,4.9,56.7,NaN,,,,,,,,,NaN,,NaN,NaN,,,NaN,,,,,,,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,
b2vft81kyjurzbmekvgrqwr64,Hobro,2707200735,80,15,1,7,5,M. Kristensen,bp232fgjrfyok2471ec7u1tcl,1,70.0,38.7,2024-08-10T12:07:10.838,2024-08-10T12:11:01,1.0,"{""id"": 5138908243, ""qualifierId"": 147, ""value"": ""41.3""}",61nxt1f2c9lotmvunbocwyplg,Roskilde vs Hobro,1_Division,2024-08-10,DNK,NaN,NaN,NaN,true,true,true,NaN,NaN,true,Center,,NaN,NaN,,NaN,NaN,NaN,,NaN,,true,NaN,,true,,,,50.1,19,NaN,,,76.9,41.3,NaN,NaN,NaN,true,99.3,50,66,0.011929879896342754,0.0,NaN,NaN,2,2,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,NaN,,NaN,NaN,,,NaN,,,,,,,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,
b2vft81kyjurzbmekvgrqwr64,Hobro,2707205587,120,13,1,12,40,J. Cornelius,8gdfn7j6xac9p4jh94hk40jdg,1,78.7,44.6,2024-08-10T12:12:45.487,2024-08-10T12:13:57,1.0,"{""id"": 5138920207, ""qualifierId"": 20}",61nxt1f2c9lotmvunbocwyplg,Roskilde vs Hobro,1_Division,2024-08-10,DNK,NaN,NaN,NaN,true,true,NaN,NaN,NaN,true,Center,,NaN,NaN,,NaN,NaN,true,,NaN,,NaN,NaN,,NaN,,,,48.7,68.1,NaN,,,NaN,NaN,NaN,NaN,NaN,true,97.7,47.8,NaN,0.0862053856253624,0.0,NaN,NaN,2,2,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,true,,NaN,NaN,,,NaN,,,,,,,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,
b2vft81kyjurzbmekvgrqwr64,Hobro,2707212525,206,15,1,22,45,F. Christensen,9b89pmcjk6re94bjp0ixeatjo,1,92.0,35.4,2024-08-10T12:22:50.752,2024-08-12T15:29:34,1.0,"{""id"": 5139389645, ""qualifierId"": 154}",61nxt1f2c9lotmvunbocwyplg,Roskilde vs Hobro,1_Division,2024-08-10,DNK,NaN,NaN,NaN,NaN,true,true,NaN,NaN,true,Center,,true,NaN,,NaN,NaN,NaN,,NaN,,true,NaN,,NaN,,,,51.0,0.6,NaN,,,99.4,46.4,NaN,true,NaN,NaN,NaN,NaN,260,0.12881965935230255,0.30132856965065,NaN,NaN,2,2,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,NaN,,NaN,NaN,,,NaN,,,,,,,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,
b2vft81kyjurzbmekvgrqwr64,Hobro,2707212561,207,13,1,22,48,F. Christensen,9b89pmcjk6re94bjp0ixeatjo,1,94.9,35.0,2024-08-10T12:22:54.207,2024-08-10T12:29:44,NaN,"{""id"": 4611686018466191879, ""qualifierId"": 322, ""value"": ""0.0""}",61nxt1f2c9lotmvunbocwyplg,Roskilde vs Hobro,1_Division,2024-08-10,DNK,NaN,NaN,NaN,NaN,true,true,NaN,NaN,NaN,Center,,NaN,NaN,,NaN,true,NaN,,NaN,,NaN,NaN,,NaN,,,,60.5,12.5,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,99.1,46.4,NaN,0.10211438685655594,0.0,true,true,2,2,NaN,206,NaN,NaN,,NaN,NaN,true,,,,,,,,,NaN,,NaN,NaN,,,NaN,,,,,,,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,true,,,
bd4qakf7j0wwie8wke9km7uj8,Roskilde,2707211427,238,13,1,20,50,R. Arabaci,7h02v4ymnko5fh01iylbh34es,1,82.5,53.6,2024-08-10T12:20:56.350,2024-08-10T12:22:05,1.0,"{""id"": 5138950259, ""qualifierId"": 22}",61nxt1f2c9lotmvunbocwyplg,Roskilde vs Hobro,1_Division,2024-08-10,DNK,NaN,NaN,NaN,true,true,true,NaN,NaN,true,Center,,NaN,NaN,,NaN,NaN,true,,NaN,,NaN,NaN,,NaN,,,,44.7,66.7,NaN,,,NaN,NaN,NaN,true,NaN,NaN,97.5,49.1,NaN,0.08193977922201157,0.0,NaN,NaN,2,2,true,NaN,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,NaN,,NaN,NaN,,,NaN,,,,,,,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,
bd4qakf7j0wwie8wke9km7uj8,Roskilde,2707221279,394,15,1,38,22,R. Arabaci,7h02v4ymnko5fh01iylbh34es,1,80.0,35.6,2024-08-10T12:38:28.162,2024-08-12T15:29:33,1.0,"{""id"": 5139000917, ""qualifierId"": 233, ""value"": ""346""}",61nxt1f2c9lotmvunbocwyplg,Roskilde vs Hobro,1_Division,2024-08-10,DNK,NaN,NaN,NaN,true,NaN,true,NaN,NaN,true,Center,,NaN,NaN,,true,NaN,NaN,,NaN,,NaN,true,,NaN,,,,47.7,19.0,NaN,,,97.8,48.4,NaN,NaN,NaN,true,NaN,NaN,346,0.03709595277905464,0.06330445408821106,NaN,NaN,2,2,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,NaN,,NaN,NaN,,,NaN,,,,,,,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,
bd4qakf7j0wwie8wke9km7uj8,Roskilde,2707223379,411,15,1,40,56,S. Baskaya,1el3mu4rgcx8tebrawgfvynf8,1,80.2,38.7,2024-08-10T12:41:01.688,2024-08-10T12:42:14,NaN,"{""id"": 5139011919, ""qualifierId"": 146, ""value"": ""89.3""}",61nxt1f2c9lotmvunbocwyplg,Roskilde vs Hobro,1_Division,2024-08-10,DNK,NaN,NaN,NaN,true,NaN,NaN,NaN,true,NaN,Center,,NaN,NaN,,true,NaN,NaN,,true,,NaN,NaN,,true,,,,53.9,19,NaN,,,89.3,45.7,NaN,NaN,NaN,NaN,99.0,48.0,356,0.10495954751968384,0.0,NaN,NaN,1,3,NaN,NaN,NaN,NaN,,NaN,NaN,true,,,,,,,,,NaN,,NaN,NaN,,,NaN,,,,,,,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,
b2vft81kyjurzbmekvgrqwr64,Hobro,2707239791,426,13,2,49,50,O. Klitten,e19g5bz7s9wqcvj8mttztxi0a,1,93.1,36.0,2024-08-10T13:06:12.661,2024-08-10T14:30:42,1.0,"{""id"": 5139102097, ""qualifierId"": 326, ""value"": ""2""}",61nxt1f2c9lotmvunbocwyplg,Roskilde vs Hobro,1_Division,2024-08-10,DNK,true,NaN,NaN,NaN,NaN,NaN,true,NaN,true,Center,,true,NaN,,NaN,true,NaN,,NaN,,NaN,NaN,,NaN,,,,75.1,2.8,NaN,,,93.6,54.2,true,true,NaN,NaN,98.4,49.5,NaN,0.024991273880004883,0.0,NaN,NaN,2,2,true,NaN,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,NaN,,NaN,NaN,,,NaN,,,,,,,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,
b2vft81kyjurzbmekvgrqwr64,Hobro,2707240003,432,14,2,50,4,F. Dietz,ebd3uvtt54wkdsahc2127j02c,1,86.9,64.6,2024-08-10T13:06:26.571,2024-08-10T13:14:59,1.0,"{""id"": 4611686018466192711, ""qualifierId"": 322, ""value"": ""0.0""}",61nxt1f2c9lotmvunbocwyplg,Roskilde vs Hobro,1_Division,2024-08-10,DNK,NaN,NaN,NaN,NaN,true,NaN,true,NaN,true,Center,,NaN,true,,NaN,true,NaN,,NaN,,NaN,NaN,,NaN,,,,55.3,33.5,true,,,NaN,NaN,NaN,NaN,NaN,NaN,99.5,53.3,NaN,0.04607046768069267,0.0,NaN,NaN,2,2,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,NaN,,NaN,NaN,,,NaN,,,,,,,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,
b2vft81kyjurzbmekvgrqwr64,Hobro,2707240219,442,15,2,50,25,V. Rasmussen,dwuxps3jv2852642q000wep6,1,93.0,35.4,2024-08-10T13:06:48.920,2024-08-10T13:08:35,1.0,"{""id"": 5139105153, ""qualifierId"": 103, ""value"": ""19""}",61nxt1f2c9lotmvunbocwyplg,Roskilde vs Hobro,1_Division,2024-08-10,DNK,NaN,NaN,NaN,NaN,true,true,NaN,NaN,true,Center,,true,NaN,,NaN,NaN,NaN,,NaN,,NaN,true,,true,,,,47.2,19,NaN,,,94.0,37.0,NaN,true,NaN,NaN,98.8,48.0,522,0.05703210085630417,0.0,NaN,NaN,3,2,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,NaN,,NaN,NaN,,,NaN,,,,,,,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,
b2vft81kyjurzbmekvgrqwr64,Hobro,2707240725,445,16,2,50,55,F. Dietz,ebd3uvtt54wkdsahc2127j02c,1,94.6,46.0,2024-08-10T13:07:17.484,2024-08-12T16:29:24,1.0,"{""id"": 5139109141, ""qualifierId"": 25}",61nxt1f2c9lotmvunbocwyplg,Roskilde vs Hobro,1_Division,2024-08-10,DNK,true,true,NaN,NaN,NaN,NaN,true,NaN,true,Center,,NaN,NaN,,NaN,NaN,NaN,,true,,NaN,NaN,,NaN,,,,52.9,5.1,NaN,,,NaN,NaN,NaN,true,NaN,NaN,99.8,47.8,NaN,0.1799701452255249,0.8788647651672363,NaN,NaN,2,2,true,NaN,2024-08-10 14:07:17.107,50:54.926,,99.5,49.3,NaN,,,,,,,,,NaN,,NaN,NaN,,,NaN,,,,,,,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,
bd4qakf7j0wwie8wke9km7uj8,Roskilde,2707242579,545,13,2,53,57,O. Juul,aejgqvdw1jftxaa538kaa15w4,1,76.3,62.6,2024-08-10T13:10:19.403,2024-08-10T13:11:30,1.0,"{""id"": 5139118561, ""qualifierId"": 22}",61nxt1f2c9lotmvunbocwyplg,Roskilde vs Hobro,1_Division,2024-08-10,DNK,NaN,NaN,NaN,true,NaN,true,NaN,NaN,true,Center,,NaN,NaN,,true,NaN,true,,NaN,,NaN,NaN,,NaN,,,,45.9,88.9,NaN,,,NaN,NaN,NaN,NaN,NaN,true,97.7,50.7,NaN,0.03953896835446358,0.0,NaN,NaN,1,2,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,,,,,,,NaN,,NaN,NaN,,,NaN,,,,,,,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,
