Player,Metric,per 90
Mikkel Juhl Aagaard Andersen,Sprinting Distance,351.39
Mikkel Juhl Aagaard Andersen,Total Distance,9551.54
Mikkel Juhl Aagaard Andersen,Walking Count,362.19
Mikkel Juhl Aagaard Andersen,Walking Distance,3086.04
Mikkel Kallesoe,High Speed Running Count,67.55
Mikkel Kallesoe,High Speed Running Distance,625.08
Mikkel Kallesoe,Jogging Count,448.54
Mikkel Kallesoe,Jogging Distance,4754.02
Mikkel Kallesoe,Low Speed Running Count,187.28
Mikkel Kallesoe,Low Speed Running Distance,1521.47
Mikkel Kallesoe,Minute Splits,942.86
Mikkel Kallesoe,Sprinting Count,27.03
Mikkel Kallesoe,Sprinting Distance,356.59
Mikkel Kallesoe,Total Distance,9823.22
Mikkel Kallesoe,Walking Count,319.52
Mikkel Kallesoe,Walking Distance,2886.64
Mikkel Lassen,High Speed Running Count,100.8
Mikkel Lassen,High Speed Running Distance,849.44
Mikkel Lassen,Jogging Count,562.2
Mikkel Lassen,Jogging Distance,4775.75
Mikkel Lassen,Low Speed Running Count,255.0
Mikkel Lassen,Low Speed Running Distance,1718.02
Mikkel Lassen,Minute Splits,900.0
Mikkel Lassen,Sprinting Count,36.31
Mikkel Lassen,Sprinting Distance,478.41
Mikkel Lassen,Total Distance,10014.71
Mikkel Lassen,Walking Count,396.3
Mikkel Lassen,Walking Distance,2579.64
Mikkel Mouritz Jensen,High Speed Running Count,61.22
Mikkel Mouritz Jensen,High Speed Running Distance,562.42
Mikkel Mouritz Jensen,Jogging Count,513.41
Mikkel Mouritz Jensen,Jogging Distance,5113.92
Mikkel Mouritz Jensen,Low Speed Running Count,220.2
Mikkel Mouritz Jensen,Low Speed Running Distance,2038.91
Mikkel Mouritz Jensen,Sprinting Count,22.84
Mikkel Mouritz Jensen,Sprinting Distance,193.98
Mikkel Mouritz Jensen,Total Distance,10378.49
Mikkel Mouritz Jensen,Walking Count,355.5
Mikkel Mouritz Jensen,Walking Distance,2604.67
Mikkel Wohlgemuth,High Speed Running Count,59.81
Mikkel Wohlgemuth,High Speed Running Distance,508.63
Mikkel Wohlgemuth,Jogging Count,529.47
Mikkel Wohlgemuth,Jogging Distance,4414.62
Mikkel Wohlgemuth,Low Speed Running Count,216.8
Mikkel Wohlgemuth,Low Speed Running Distance,1756.73
Mikkel Wohlgemuth,Sprinting Count,21.97
Mikkel Wohlgemuth,Sprinting Distance,185.29
Mikkel Wohlgemuth,Total Distance,9336.13
Mikkel Wohlgemuth,Walking Count,376.54
Mikkel Wohlgemuth,Walking Distance,2730.88
Molik Khan,High Speed Running Count,60.17
Molik Khan,High Speed Running Distance,515.8
Molik Khan,Jogging Count,513.27
Molik Khan,Jogging Distance,4613.76
Molik Khan,Low Speed Running Count,219.31
Molik Khan,Low Speed Running Distance,1837.12
Molik Khan,Sprinting Count,27.3
Molik Khan,Sprinting Distance,195.18
Molik Khan,Total Distance,9666.28
Molik Khan,Walking Count,358.95
Molik Khan,Walking Distance,2684.21
Momodou Sarr,High Speed Running Count,127.59
Momodou Sarr,High Speed Running Distance,1086.35
Momodou Sarr,Jogging Count,532.0
Momodou Sarr,Jogging Distance,4727.16
Momodou Sarr,Low Speed Running Count,305.91
Momodou Sarr,Low Speed Running Distance,2097.41
Momodou Sarr,Sprinting Count,43.36
Momodou Sarr,Sprinting Distance,650.5
Momodou Sarr,Total Distance,10896.62
Momodou Sarr,Walking Count,364.5
Momodou Sarr,Walking Distance,2539.8
Monday Bassey Etim,High Speed Running Count,77.1
Monday Bassey Etim,High Speed Running Distance,677.28
Monday Bassey Etim,Jogging Count,458.0
Monday Bassey Etim,Jogging Distance,4056.08
Monday Bassey Etim,Low Speed Running Count,192.38
Monday Bassey Etim,Low Speed Running Distance,1306.53
Monday Bassey Etim,Sprinting Count,24.97
Monday Bassey Etim,Sprinting Distance,295.67
Monday Bassey Etim,Total Distance,8971.49
Monday Bassey Etim,Walking Count,329.09
Monday Bassey Etim,Walking Distance,2731.47
Moses Opondo,High Speed Running Count,41.4
Moses Opondo,High Speed Running Distance,435.44
Moses Opondo,Jogging Count,479.57
Moses Opondo,Jogging Distance,5692.55
Moses Opondo,Low Speed Running Count,198.0
Moses Opondo,Low Speed Running Distance,2126.62
Moses Opondo,Sprinting Count,18.0
Moses Opondo,Sprinting Distance,255.78
Moses Opondo,Total Distance,10310.28
Moses Opondo,Walking Count,367.71
Moses Opondo,Walking Distance,2330.37
Moubarack Compaore,High Speed Running Count,120.34
Moubarack Compaore,High Speed Running Distance,875.77
Moubarack Compaore,Jogging Count,448.42
Moubarack Compaore,Jogging Distance,3920.0
Moubarack Compaore,Low Speed Running Count,280.8
Moubarack Compaore,Low Speed Running Distance,1681.04
Moubarack Compaore,Sprinting Count,39.75
Moubarack Compaore,Sprinting Distance,770.8
Moubarack Compaore,Total Distance,9072.7
Moubarack Compaore,Walking Count,310.5
Moubarack Compaore,Walking Distance,2118.28
Muhamet Hyseni,High Speed Running Count,80.4
Muhamet Hyseni,High Speed Running Distance,701.09
Muhamet Hyseni,Jogging Count,432.79
Muhamet Hyseni,Jogging Distance,4003.42
Muhamet Hyseni,Low Speed Running Count,187.32
Muhamet Hyseni,Low Speed Running Distance,1336.66
Muhamet Hyseni,Sprinting Count,29.56
Muhamet Hyseni,Sprinting Distance,314.64
Muhamet Hyseni,Total Distance,8809.9
Muhamet Hyseni,Walking Count,298.11
Muhamet Hyseni,Walking Distance,2599.11
Nichlas Monefeldt Vesterbaek,High Speed Running Count,121.07
Nichlas Monefeldt Vesterbaek,High Speed Running Distance,984.34
Nichlas Monefeldt Vesterbaek,Jogging Count,453.9
Nichlas Monefeldt Vesterbaek,Jogging Distance,3893.93
Nichlas Monefeldt Vesterbaek,Low Speed Running Count,253.54
Nichlas Monefeldt Vesterbaek,Low Speed Running Distance,1530.38
Nichlas Monefeldt Vesterbaek,Sprinting Count,51.0
Nichlas Monefeldt Vesterbaek,Sprinting Distance,511.82
Nichlas Monefeldt Vesterbaek,Total Distance,9214.72
Nichlas Monefeldt Vesterbaek,Walking Count,342.21
Nichlas Monefeldt Vesterbaek,Walking Distance,2652.55
Nicholas Mickelson,High Speed Running Count,68.02
Nicholas Mickelson,High Speed Running Distance,568.7
Nicholas Mickelson,Jogging Count,457.47
Nicholas Mickelson,Jogging Distance,4302.21
Nicholas Mickelson,Low Speed Running Count,193.81
Nicholas Mickelson,Low Speed Running Distance,1346.24
Nicholas Mickelson,Sprinting Count,31.44
Nicholas Mickelson,Sprinting Distance,331.27
Nicholas Mickelson,Total Distance,9152.12
Nicholas Mickelson,Walking Count,333.02
Nicholas Mickelson,Walking Distance,2814.26
Nicklas Bjerre Schmidt,High Speed Running Count,61.35
Nicklas Bjerre Schmidt,High Speed Running Distance,490.17
Nicklas Bjerre Schmidt,Jogging Count,469.84
Nicklas Bjerre Schmidt,Jogging Distance,4805.47
Nicklas Bjerre Schmidt,Low Speed Running Count,192.37
Nicklas Bjerre Schmidt,Low Speed Running Distance,1548.45
Nicklas Bjerre Schmidt,Sprinting Count,28.2
Nicklas Bjerre Schmidt,Sprinting Distance,224.64
Nicklas Bjerre Schmidt,Total Distance,9041.88
Nicklas Bjerre Schmidt,Walking Count,352.04
Nicklas Bjerre Schmidt,Walking Distance,2145.38
Nicklas Halse,High Speed Running Count,62.11
Nicklas Halse,High Speed Running Distance,564.85
Nicklas Halse,Jogging Count,531.38
Nicklas Halse,Jogging Distance,4537.4
Nicklas Halse,Low Speed Running Count,189.47
Nicklas Halse,Low Speed Running Distance,1399.25
Nicklas Halse,Sprinting Count,23.79
Nicklas Halse,Sprinting Distance,251.1
Nicklas Halse,Total Distance,9457.65
Nicklas Halse,Walking Count,379.0
Nicklas Halse,Walking Distance,2851.4
Nicklas Mouritsen,High Speed Running Count,77.72
Nicklas Mouritsen,High Speed Running Distance,690.9
Nicklas Mouritsen,Jogging Count,530.65
Nicklas Mouritsen,Jogging Distance,4499.45
Nicklas Mouritsen,Low Speed Running Count,225.13
Nicklas Mouritsen,Low Speed Running Distance,1711.84
Nicklas Mouritsen,Sprinting Count,28.62
Nicklas Mouritsen,Sprinting Distance,367.75
Nicklas Mouritsen,Total Distance,9799.6
Nicklas Mouritsen,Walking Count,373.24
Nicklas Mouritsen,Walking Distance,2616.35
Nicklas Strunck,High Speed Running Count,97.36
Nicklas Strunck,High Speed Running Distance,884.52
Nicklas Strunck,Jogging Count,521.91
Nicklas Strunck,Jogging Distance,5176.64
Nicklas Strunck,Low Speed Running Count,263.4
Nicklas Strunck,Low Speed Running Distance,2200.5
Nicklas Strunck,Sprinting Count,34.7
Nicklas Strunck,Sprinting Distance,534.57
Nicklas Strunck,Total Distance,11186.43
Nicklas Strunck,Walking Count,348.51
Nicklas Strunck,Walking Distance,2510.78
Nicolai Clausen,High Speed Running Count,52.72
Nicolai Clausen,High Speed Running Distance,461.69
Nicolai Clausen,Jogging Count,387.07
Nicolai Clausen,Jogging Distance,3764.13
Nicolai Clausen,Low Speed Running Count,151.76
Nicolai Clausen,Low Speed Running Distance,1136.54
Nicolai Clausen,Minute Splits,942.86
Nicolai Clausen,Sprinting Count,23.37
Nicolai Clausen,Sprinting Distance,337.96
Nicolai Clausen,Total Distance,8211.6
Nicolai Clausen,Walking Count,288.02
Nicolai Clausen,Walking Distance,2710.25
Nicolaj Thomsen,High Speed Running Count,77.3
Nicolaj Thomsen,High Speed Running Distance,836.41
Nicolaj Thomsen,Jogging Count,513.9
Nicolaj Thomsen,Jogging Distance,5263.44
Nicolaj Thomsen,Low Speed Running Count,251.75
Nicolaj Thomsen,Low Speed Running Distance,2234.15
Nicolaj Thomsen,Sprinting Count,22.9
Nicolaj Thomsen,Sprinting Distance,233.79
Nicolaj Thomsen,Total Distance,11059.75
Nicolaj Thomsen,Walking Count,349.39
Nicolaj Thomsen,Walking Distance,2613.78
Niels Henrik Melsaether Morberg,High Speed Running Count,74.5
Niels Henrik Melsaether Morberg,High Speed Running Distance,715.75
Niels Henrik Melsaether Morberg,Jogging Count,530.12
Niels Henrik Melsaether Morberg,Jogging Distance,5631.96
Niels Henrik Melsaether Morberg,Low Speed Running Count,265.3
Niels Henrik Melsaether Morberg,Low Speed Running Distance,2154.98
Niels Henrik Melsaether Morberg,Sprinting Count,23.8
Niels Henrik Melsaether Morberg,Sprinting Distance,235.75
Niels Henrik Melsaether Morberg,Total Distance,11123.41
Niels Henrik Melsaether Morberg,Walking Count,371.02
Niels Henrik Melsaether Morberg,Walking Distance,2534.79
Niklas Jakobsen,High Speed Running Count,140.0
Niklas Jakobsen,High Speed Running Distance,1066.99
Niklas Jakobsen,Jogging Count,423.4
Niklas Jakobsen,Jogging Distance,3416.7
Niklas Jakobsen,Low Speed Running Count,280.5
Niklas Jakobsen,Low Speed Running Distance,1802.68
Niklas Jakobsen,Sprinting Count,57.0
Niklas Jakobsen,Sprinting Distance,749.74
Niklas Jakobsen,Total Distance,8570.4
Niklas Jakobsen,Walking Count,297.0
Niklas Jakobsen,Walking Distance,2035.31
Nikolaj Rahr Zachariassen,High Speed Running Count,89.14
Nikolaj Rahr Zachariassen,High Speed Running Distance,665.72
Nikolaj Rahr Zachariassen,Jogging Count,512.65
Nikolaj Rahr Zachariassen,Jogging Distance,4970.33
Nikolaj Rahr Zachariassen,Low Speed Running Count,257.27
Nikolaj Rahr Zachariassen,Low Speed Running Distance,1857.77
Nikolaj Rahr Zachariassen,Sprinting Count,30.0
Nikolaj Rahr Zachariassen,Sprinting Distance,321.0
Nikolaj Rahr Zachariassen,Total Distance,10140.58
Nikolaj Rahr Zachariassen,Walking Count,363.51
Nikolaj Rahr Zachariassen,Walking Distance,2466.51
Ole Kolskogen,High Speed Running Count,46.46
Ole Kolskogen,High Speed Running Distance,421.27
Ole Kolskogen,Jogging Count,412.48
Ole Kolskogen,Jogging Distance,3789.5
Ole Kolskogen,Low Speed Running Count,146.28
Ole Kolskogen,Low Speed Running Distance,1097.31
Ole Kolskogen,Sprinting Count,23.33
Ole Kolskogen,Sprinting Distance,243.15
Ole Kolskogen,Total Distance,7886.13
Ole Kolskogen,Walking Count,304.78
Ole Kolskogen,Walking Distance,2629.9
Oliver Astradsson Juul Jensen,High Speed Running Count,87.06
Oliver Astradsson Juul Jensen,High Speed Running Distance,767.39
Oliver Astradsson Juul Jensen,Jogging Count,490.85
Oliver Astradsson Juul Jensen,Jogging Distance,4353.22
Oliver Astradsson Juul Jensen,Low Speed Running Count,225.36
Oliver Astradsson Juul Jensen,Low Speed Running Distance,1482.53
Oliver Astradsson Juul Jensen,Sprinting Count,29.56
Oliver Astradsson Juul Jensen,Sprinting Distance,405.91
Oliver Astradsson Juul Jensen,Total Distance,9830.14
Oliver Astradsson Juul Jensen,Walking Count,365.09
Oliver Astradsson Juul Jensen,Walking Distance,2899.98
Oliver Dorph,High Speed Running Count,45.0
Oliver Dorph,High Speed Running Distance,575.62
Oliver Dorph,Jogging Count,353.25
Oliver Dorph,Jogging Distance,3786.62
Oliver Dorph,Low Speed Running Count,107.25
Oliver Dorph,Low Speed Running Distance,749.78
Oliver Dorph,Sprinting Count,18.0
Oliver Dorph,Sprinting Distance,146.94
Oliver Dorph,Total Distance,6940.28
Oliver Dorph,Walking Count,306.75
Oliver Dorph,Walking Distance,1832.9
Oliver Harbo Overgaard,High Speed Running Count,151.04
Oliver Harbo Overgaard,High Speed Running Distance,1101.32
Oliver Harbo Overgaard,Jogging Count,510.16
Oliver Harbo Overgaard,Jogging Distance,3699.07
Oliver Harbo Overgaard,Low Speed Running Count,275.6
Oliver Harbo Overgaard,Low Speed Running Distance,2108.22
Oliver Harbo Overgaard,Sprinting Count,43.25
Oliver Harbo Overgaard,Sprinting Distance,583.4
Oliver Harbo Overgaard,Total Distance,9104.89
Oliver Harbo Overgaard,Walking Count,346.88
Oliver Harbo Overgaard,Walking Distance,2120.61
Oliver Kjaergaard,High Speed Running Count,90.99
Oliver Kjaergaard,High Speed Running Distance,812.97
Oliver Kjaergaard,Jogging Count,499.04
Oliver Kjaergaard,Jogging Distance,4459.08
Oliver Kjaergaard,Low Speed Running Count,237.21
Oliver Kjaergaard,Low Speed Running Distance,1799.8
Oliver Kjaergaard,Sprinting Count,37.0
Oliver Kjaergaard,Sprinting Distance,540.47
Oliver Kjaergaard,Total Distance,10070.61
Oliver Kjaergaard,Walking Count,340.21
Oliver Kjaergaard,Walking Distance,2544.34
Oliver Klitten,High Speed Running Count,101.74
Oliver Klitten,High Speed Running Distance,833.4
Oliver Klitten,Jogging Count,523.39
Oliver Klitten,Jogging Distance,4093.05
Oliver Klitten,Low Speed Running Count,233.76
Oliver Klitten,Low Speed Running Distance,1675.62
Oliver Klitten,Minute Splits,942.86
Oliver Klitten,Sprinting Count,37.37
Oliver Klitten,Sprinting Distance,567.62
Oliver Klitten,Total Distance,10136.32
Oliver Klitten,Walking Count,365.21
Oliver Klitten,Walking Distance,3096.27
Oliver Skolnik,High Speed Running Count,51.55
Oliver Skolnik,High Speed Running Distance,432.63
Oliver Skolnik,Jogging Count,491.46
Oliver Skolnik,Jogging Distance,4141.64
Oliver Skolnik,Low Speed Running Count,151.92
Oliver Skolnik,Low Speed Running Distance,1067.81
Oliver Skolnik,Minute Splits,942.86
Oliver Skolnik,Sprinting Count,26.11
Oliver Skolnik,Sprinting Distance,266.81
Oliver Skolnik,Total Distance,8575.37
Oliver Skolnik,Walking Count,370.96
Oliver Skolnik,Walking Distance,2890.46
Omar Jebali,High Speed Running Count,61.44
Omar Jebali,High Speed Running Distance,460.93
Omar Jebali,Jogging Count,458.1
Omar Jebali,Jogging Distance,3977.79
Omar Jebali,Low Speed Running Count,160.88
Omar Jebali,Low Speed Running Distance,1175.46
Omar Jebali,Sprinting Count,28.89
Omar Jebali,Sprinting Distance,364.74
Omar Jebali,Total Distance,8842.42
Omar Jebali,Walking Count,342.63
Omar Jebali,Walking Distance,3109.17
Oscar Buch,High Speed Running Count,108.06
Oscar Buch,High Speed Running Distance,1051.54
Oscar Buch,Jogging Count,534.07
Oscar Buch,Jogging Distance,4644.41
Oscar Buch,Low Speed Running Count,277.67
Oscar Buch,Low Speed Running Distance,2090.9
Oscar Buch,Minute Splits,900.0
Oscar Buch,Sprinting Count,34.34
Oscar Buch,Sprinting Distance,394.13
Oscar Buch,Total Distance,10787.94
Oscar Buch,Walking Count,354.49
Oscar Buch,Walking Distance,2713.15
Oscar Meedom,High Speed Running Count,90.0
Oscar Meedom,High Speed Running Distance,449.64
Oscar Meedom,Jogging Count,162.0
Oscar Meedom,Jogging Distance,783.36
Oscar Meedom,Low Speed Running Count,126.0
Oscar Meedom,Low Speed Running Distance,1965.78
Oscar Meedom,Sprinting Count,36.0
Oscar Meedom,Sprinting Distance,808.92
Oscar Meedom,Total Distance,2797.38
Oscar Meedom,Walking Count,99.0
Oscar Meedom,Walking Distance,401.85
Oskar Ohlenschlaeger,High Speed Running Count,90.58
Oskar Ohlenschlaeger,High Speed Running Distance,772.86
Oskar Ohlenschlaeger,Jogging Count,511.8
Oskar Ohlenschlaeger,Jogging Distance,4451.29
Oskar Ohlenschlaeger,Low Speed Running Count,247.8
Oskar Ohlenschlaeger,Low Speed Running Distance,1931.7
Oskar Ohlenschlaeger,Sprinting Count,31.73
Oskar Ohlenschlaeger,Sprinting Distance,359.76
Oskar Ohlenschlaeger,Total Distance,10108.96
Oskar Ohlenschlaeger,Walking Count,341.18
Oskar Ohlenschlaeger,Walking Distance,2852.79
Osman Abdulkadir Addo,High Speed Running Count,87.24
Osman Abdulkadir Addo,High Speed Running Distance,769.1
Osman Abdulkadir Addo,Jogging Count,486.71
Osman Abdulkadir Addo,Jogging Distance,4269.82
Osman Abdulkadir Addo,Low Speed Running Count,217.95
Osman Abdulkadir Addo,Low Speed Running Distance,1569.31
Osman Abdulkadir Addo,Sprinting Count,30.08
Osman Abdulkadir Addo,Sprinting Distance,370.36
Osman Abdulkadir Addo,Total Distance,9673.76
Osman Abdulkadir Addo,Walking Count,338.27
Osman Abdulkadir Addo,Walking Distance,2805.97
Osvald Gabriel Soe,High Speed Running Count,29.4
Osvald Gabriel Soe,High Speed Running Distance,196.26
Osvald Gabriel Soe,Jogging Count,570.0
Osvald Gabriel Soe,Jogging Distance,3731.34
Osvald Gabriel Soe,Low Speed Running Count,185.0
Osvald Gabriel Soe,Low Speed Running Distance,1561.55
Osvald Gabriel Soe,Sprinting Count,24.0
Osvald Gabriel Soe,Sprinting Distance,243.18
Osvald Gabriel Soe,Total Distance,7072.18
Osvald Gabriel Soe,Walking Count,476.0
Osvald Gabriel Soe,Walking Distance,2095.55
Patrick Egelund,High Speed Running Count,70.62
Patrick Egelund,High Speed Running Distance,628.44
Patrick Egelund,Jogging Count,534.45
Patrick Egelund,Jogging Distance,5099.57
Patrick Egelund,Low Speed Running Count,222.52
Patrick Egelund,Low Speed Running Distance,1715.52
Patrick Egelund,Sprinting Count,22.5
Patrick Egelund,Sprinting Distance,246.58
Patrick Egelund,Total Distance,10182.87
Patrick Egelund,Walking Count,390.77
Patrick Egelund,Walking Distance,2623.27
Patrick Tjornelund,High Speed Running Count,108.75
Patrick Tjornelund,High Speed Running Distance,846.11
Patrick Tjornelund,Jogging Count,439.2
Patrick Tjornelund,Jogging Distance,3478.05
Patrick Tjornelund,Low Speed Running Count,230.4
Patrick Tjornelund,Low Speed Running Distance,1948.0
Patrick Tjornelund,Sprinting Count,31.5
Patrick Tjornelund,Sprinting Distance,582.64
Patrick Tjornelund,Total Distance,8684.37
Patrick Tjornelund,Walking Count,265.95
Patrick Tjornelund,Walking Distance,2163.9
Patrick Weah,High Speed Running Count,135.0
Patrick Weah,High Speed Running Distance,746.1
Patrick Weah,Jogging Count,522.0
Patrick Weah,Jogging Distance,3235.46
Patrick Weah,Low Speed Running Count,301.5
Patrick Weah,Low Speed Running Distance,1370.56
Patrick Weah,Sprinting Count,58.5
Patrick Weah,Sprinting Distance,942.52
Patrick Weah,Total Distance,8082.43
Patrick Weah,Walking Count,392.4
Patrick Weah,Walking Distance,2399.58
Paul Ngongo Iversen,High Speed Running Count,107.9
Paul Ngongo Iversen,High Speed Running Distance,890.52
Paul Ngongo Iversen,Jogging Count,547.7
Paul Ngongo Iversen,Jogging Distance,4540.83
Paul Ngongo Iversen,Low Speed Running Count,265.59
Paul Ngongo Iversen,Low Speed Running Distance,1912.48
Paul Ngongo Iversen,Sprinting Count,33.01
Paul Ngongo Iversen,Sprinting Distance,391.13
Paul Ngongo Iversen,Total Distance,10430.41
Paul Ngongo Iversen,Walking Count,359.06
Paul Ngongo Iversen,Walking Distance,2755.87
Peter Bjur,High Speed Running Count,104.4
Peter Bjur,High Speed Running Distance,1078.99
Peter Bjur,Jogging Count,426.0
Peter Bjur,Jogging Distance,4523.64
Peter Bjur,Low Speed Running Count,192.0
Peter Bjur,Low Speed Running Distance,1451.52
Peter Bjur,Sprinting Count,45.0
Peter Bjur,Sprinting Distance,594.54
Peter Bjur,Total Distance,8620.71
Peter Bjur,Walking Count,303.0
Peter Bjur,Walking Distance,2388.73
Philip Rejnhold,High Speed Running Count,66.6
Philip Rejnhold,High Speed Running Distance,551.47
Philip Rejnhold,Jogging Count,503.1
Philip Rejnhold,Jogging Distance,3873.02
Philip Rejnhold,Low Speed Running Count,187.2
Philip Rejnhold,Low Speed Running Distance,1469.86
Philip Rejnhold,Minute Splits,900.0
Philip Rejnhold,Sprinting Count,27.9
Philip Rejnhold,Sprinting Distance,454.1
Philip Rejnhold,Total Distance,9338.68
Philip Rejnhold,Walking Count,356.4
Philip Rejnhold,Walking Distance,3126.42
Rasmus Kawiecky Moller,High Speed Running Count,46.62
Rasmus Kawiecky Moller,High Speed Running Distance,409.86
Rasmus Kawiecky Moller,Jogging Count,446.42
Rasmus Kawiecky Moller,Jogging Distance,4028.12
Rasmus Kawiecky Moller,Low Speed Running Count,159.64
Rasmus Kawiecky Moller,Low Speed Running Distance,1122.7
Rasmus Kawiecky Moller,Minute Splits,942.86
Rasmus Kawiecky Moller,Sprinting Count,21.58
Rasmus Kawiecky Moller,Sprinting Distance,230.2
Rasmus Kawiecky Moller,Total Distance,8503.95
Rasmus Kawiecky Moller,Walking Count,343.41
Rasmus Kawiecky Moller,Walking Distance,2958.84
Rasmus Thellufsen,High Speed Running Count,93.6
Rasmus Thellufsen,High Speed Running Distance,823.43
Rasmus Thellufsen,Jogging Count,666.0
Rasmus Thellufsen,Jogging Distance,4490.88
Rasmus Thellufsen,Low Speed Running Count,406.8
Rasmus Thellufsen,Low Speed Running Distance,2153.95
Rasmus Thellufsen,Sprinting Count,22.5
Rasmus Thellufsen,Sprinting Distance,313.29
Rasmus Thellufsen,Total Distance,9383.31
Rasmus Thellufsen,Walking Count,460.8
Rasmus Thellufsen,Walking Distance,2202.45
Roni Arabaci,High Speed Running Count,88.29
Roni Arabaci,High Speed Running Distance,703.42
Roni Arabaci,Jogging Count,549.58
Roni Arabaci,Jogging Distance,4746.84
Roni Arabaci,Low Speed Running Count,229.56
Roni Arabaci,Low Speed Running Distance,1545.32
Roni Arabaci,Sprinting Count,31.48
Roni Arabaci,Sprinting Distance,414.32
Roni Arabaci,Total Distance,10171.74
Roni Arabaci,Walking Count,397.2
Roni Arabaci,Walking Distance,2837.36
Ruben Stabell Minerba,High Speed Running Count,55.8
Ruben Stabell Minerba,High Speed Running Distance,393.38
Ruben Stabell Minerba,Jogging Count,300.0
Ruben Stabell Minerba,Jogging Distance,2604.22
Ruben Stabell Minerba,Low Speed Running Count,130.5
Ruben Stabell Minerba,Low Speed Running Distance,979.16
Ruben Stabell Minerba,Sprinting Count,18.0
Ruben Stabell Minerba,Sprinting Distance,187.92
Ruben Stabell Minerba,Total Distance,5422.47
Ruben Stabell Minerba,Walking Count,201.0
Ruben Stabell Minerba,Walking Distance,1371.52
Saman Jalaei,High Speed Running Count,61.54
Saman Jalaei,High Speed Running Distance,517.66
Saman Jalaei,Jogging Count,428.62
Saman Jalaei,Jogging Distance,3360.79
Saman Jalaei,Low Speed Running Count,172.85
Saman Jalaei,Low Speed Running Distance,1355.58
Saman Jalaei,Sprinting Count,23.52
Saman Jalaei,Sprinting Distance,188.2
Saman Jalaei,Total Distance,8070.63
Saman Jalaei,Walking Count,292.93
Saman Jalaei,Walking Distance,2797.87
Sami Jalal Karchoud,High Speed Running Count,96.68
Sami Jalal Karchoud,High Speed Running Distance,828.19
Sami Jalal Karchoud,Jogging Count,491.46
Sami Jalal Karchoud,Jogging Distance,4744.14
Sami Jalal Karchoud,Low Speed Running Count,251.52
Sami Jalal Karchoud,Low Speed Running Distance,1899.4
Sami Jalal Karchoud,Minute Splits,921.43
Sami Jalal Karchoud,Sprinting Count,40.3
Sami Jalal Karchoud,Sprinting Distance,465.79
Sami Jalal Karchoud,Total Distance,10063.92
Sami Jalal Karchoud,Walking Count,343.58
Sami Jalal Karchoud,Walking Distance,2388.52
Sanders Ngabo,High Speed Running Count,66.86
Sanders Ngabo,High Speed Running Distance,677.77
Sanders Ngabo,Jogging Count,442.69
Sanders Ngabo,Jogging Distance,4053.24
Sanders Ngabo,Low Speed Running Count,222.03
Sanders Ngabo,Low Speed Running Distance,1948.06
Sanders Ngabo,Sprinting Count,23.25
Sanders Ngabo,Sprinting Distance,264.75
Sanders Ngabo,Total Distance,9289.48
Sanders Ngabo,Walking Count,298.12
Sanders Ngabo,Walking Distance,2593.24
Sebastian Hausner,High Speed Running Count,52.55
Sebastian Hausner,High Speed Running Distance,464.55
Sebastian Hausner,Jogging Count,450.17
Sebastian Hausner,Jogging Distance,3831.78
Sebastian Hausner,Low Speed Running Count,159.44
Sebastian Hausner,Low Speed Running Distance,1233.07
Sebastian Hausner,Sprinting Count,24.45
Sebastian Hausner,Sprinting Distance,237.0
Sebastian Hausner,Total Distance,8577.23
Sebastian Hausner,Walking Count,330.03
Sebastian Hausner,Walking Distance,3011.07
Sebastian Larsen,High Speed Running Count,70.2
Sebastian Larsen,High Speed Running Distance,625.81
Sebastian Larsen,Jogging Count,490.06
Sebastian Larsen,Jogging Distance,4806.87
Sebastian Larsen,Low Speed Running Count,205.55
Sebastian Larsen,Low Speed Running Distance,1551.26
Sebastian Larsen,Minute Splits,900.0
Sebastian Larsen,Sprinting Count,28.13
Sebastian Larsen,Sprinting Distance,341.88
Sebastian Larsen,Total Distance,9552.86
Sebastian Larsen,Walking Count,367.42
Sebastian Larsen,Walking Distance,2446.2
Sebastian Pingel,High Speed Running Count,68.18
Sebastian Pingel,High Speed Running Distance,577.34
Sebastian Pingel,Jogging Count,486.14
Sebastian Pingel,Jogging Distance,4594.78
Sebastian Pingel,Low Speed Running Count,210.3
Sebastian Pingel,Low Speed Running Distance,1505.0
Sebastian Pingel,Sprinting Count,25.7
Sebastian Pingel,Sprinting Distance,276.27
Sebastian Pingel,Total Distance,9655.55
Sebastian Pingel,Walking Count,350.33
Sebastian Pingel,Walking Distance,2807.21
Sebastian Senna Clemmensen,High Speed Running Count,68.46
Sebastian Senna Clemmensen,High Speed Running Distance,669.73
Sebastian Senna Clemmensen,Jogging Count,452.93
Sebastian Senna Clemmensen,Jogging Distance,4760.57
Sebastian Senna Clemmensen,Low Speed Running Count,207.15
Sebastian Senna Clemmensen,Low Speed Running Distance,1437.07
Sebastian Senna Clemmensen,Sprinting Count,24.5
Sebastian Senna Clemmensen,Sprinting Distance,269.29
Sebastian Senna Clemmensen,Total Distance,9582.35
Sebastian Senna Clemmensen,Walking Count,345.19
Sebastian Senna Clemmensen,Walking Distance,2611.79
Selim Baskaya,High Speed Running Count,90.92
Selim Baskaya,High Speed Running Distance,879.44
Selim Baskaya,Jogging Count,488.69
Selim Baskaya,Jogging Distance,4663.15
Selim Baskaya,Low Speed Running Count,244.65
Selim Baskaya,Low Speed Running Distance,1734.53
